DEPARTAMENTO,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006
Montevideo,66148108.34737782,66709583.01537756,69923271.34083262,69454694.861591,71857702.77852172,76623531.7036025,81273698.9886119,87361045.26114269,90719164.44760773,93271055.3307687,91136925.43038735,91869989.9573276,85452401.31793042,85111781.01461306,78778152.35179584,78224266.37237701,80698404.73768911
